A0,A1,A2,A3,A4,A5,A6
36622,太仓阳鸿石化有限公司,交通行政许可申请许可决定书,SZ320500202107220008,"太仓阳鸿石化有限公司:你(单位)于2021-07-22 09:15:26向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-24 18:00:00时间内作业。",太仓市交通运输局,2021/7/22
36462,苏州市相城区黄埭镇人民政府,准予许可决定书,苏市水务许可〔2021〕230号,"苏市水务许可〔2021〕230号

关于准予相城区黄埭镇三岛、文体及河滨
景观带湿地修复（水土保持治理）工程涉
西塘河黄埭塘建设方案的行政许可决定

苏州市相城区黄埭镇人民政府：
你单位提出关于黄埭镇三岛、文体及河滨景观带湿地修复（水土保持治理）工程涉河建设方案的申请，本局已于2021年7月14日受理（苏市水务申〔2021〕第230号）。经审查，符合法定条件、标准，根据《中华人民共和国行政许可法》第三十八条、《中华人民共和国防洪法》第二十七条、《江苏省河道管理条例》第三十三条的规定，作出行政许可决定如下：
一、同意你单位上报的涉河建设方案，具体内容详见附件。
二、你单位应当严格按照方案施工，工程开工前应当到苏州市水利工程管理处、相城区水务局分别办理涉西塘河、黄埭塘施工方案备案，通知苏州市水利工程管理处、相城区水务局参与施工放样，对项目位置和界限确认后，方可开工建设。
三、工程施工过程中，严禁向河道内倾倒泥浆、泥土碎渣等施工垃圾。如因工程施工对水利设施造成损坏的，建设单位应当不低于原设计标准修复或者重建，并承担修复或者重建费用。拟建工程的日常监督管理由苏州市水利工程管理处、相城区水务局分别负责。如遇防汛等问题，应当服从防汛指挥机构的统一指挥。
四、工程完工后，建设单位应委托有资质的测量单位对工程位置、界限和占用岸线范围等进行复测，复测资料分别报苏州市水利工程管理处、相城区水务局。涉河部分完工专项验收由苏州市水利工程管理处、相城区水务局组织。
五、本工程设施河道堤防工程占用补偿费的缴纳，具体按照《苏州市河道堤防工程占用补偿费暂行办法》执行。
六、工程建设过程中涉河建设方案有较大变更的，你单位应当按规定重新办理许可手续。
七、本决定仅为涉河建设方案的许可，该项目如涉及其他管理部门，请按照有关规定办理相关手续。

苏州市水务局
2021年7月22日



抄送：相城区水务局，苏州市水利工程管理处、水政监察支队
苏州市水务局                          2021年7月22日印发",苏州市水务局,2021/7/22
36458,苏州建设（集团）有限责任公司,准予许可决定书,2021年第168号,苏州建设（集团）有限责任公司: 你（单位）于2021年7月22日向本机关提出的树木移植审批的申请，经审查，符合法定条件、标准，根据《中华人民共和国行政许可法》的规定，本机关决定:准予你（单位）行政许可。,苏州市园林和绿化管理局,2021/7/22
36459,苏州市姑苏区沧浪新城综合行政执法大队,准予许可决定书,2021年第169号,苏州市姑苏区沧浪新城综合行政执法大队: 你（单位）于2021年7月22日向本机关提出的树木移植审批的申请，经审查，符合法定条件、标准，根据《中华人民共和国行政许可法》的规定，本机关决定:准予你（单位）行政许可。,苏州市园林和绿化管理局,2021/7/22
36460,张家港市建筑工务处,准予许可决定书,苏市水务许可〔2021〕231号,"苏市水务许可〔2021〕231号

关于准予张家港市悦丰小学雨水排口工程涉东横河建设方案的行政许可决定

张家港市建筑工务处：
你单位提出关于张家港市悦丰小学雨水排口工程涉河建设方案的申请，本局已于2021年7月15日受理（苏市水务申〔2021〕第231号）。经审查，符合法定条件、标准，根据《中华人民共和国行政许可法》第三十八条、《中华人民共和国防洪法》第二十七条、《江苏省河道管理条例》第三十三条的规定，作出行政许可决定如下：
一、同意你单位上报的涉河建设方案，具体内容详见附件。
二、你单位应当严格按照方案施工，工程开工前应当到张家港市水务局办理施工方案备案，通知张家港市水务局参与施工放样，对项目位置和界限确认后，方可开工建设。
三、工程施工过程中，严禁向河道内倾倒泥浆、泥土碎渣等施工垃圾。如因工程施工对水利设施造成损坏的，建设单位应当不低于原设计标准修复或者重建，并承担修复或者重建费用。拟建工程的日常监督管理由张家港市水务局负责。如遇防汛等问题，应当服从防汛指挥机构的统一指挥。
四、工程完工后，建设单位应委托有资质的测量单位对工程位置、界限和占用岸线范围等进行复测，复测资料报张家港市水务局。涉河部分完工专项验收由张家港市水务局组织。
五、本工程设施河道堤防工程占用补偿费的缴纳，具体按照《苏州市河道堤防工程占用补偿费暂行办法》执行。
六、你单位应当自取得本决定书之日起三年内开工建设；逾期未开工建设的，本决定失效。工程建设过程中涉河建设方案有较大变更的，你单位应当按规定重新办理许可手续。
七、本决定仅为涉河建设方案的许可，该项目如涉及其他管理部门，请按照有关规定办理相关手续。





苏州市水务局
2021年7月22日




抄送：张家港市水务局，苏州市水政监察支队
苏州市水务局                          2021年7月22日印发",苏州市水务局,2021/7/22
36629,连云港恒伟物流有限公司,关于车辆许可决定书,连320703310828,道路运输车辆道运证配发,连云运输管理所,2021/7/22
36630,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007783,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
36631,南京猴赛雷冷链物流有限公司,关于车辆许可决定书,宁15742737,道路运输车辆道运证配发,南京市江宁区运输管理所,2021/7/22
36626,江苏中燃油品储运有限公司,交通行政许可申请许可决定书,TZ321200202107220005,"江苏中燃油品储运有限公司:你(单位)于2021-07-22 08:17:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-23 11:00:00时间内作业。",靖江市交通运输局,2021/7/22
36623,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220028,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:23:15向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 17:00:00至2021-07-25 23:00:00时间内作业。",南京市交通运输局,2021/7/22
36624,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220026,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:22:25向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 17:00:00至2021-07-25 23:00:00时间内作业。",南京市交通运输局,2021/7/22
36625,镇江港务集团有限公司,交通行政许可申请许可决定书,ZJ321100202107220003,"镇江港务集团有限公司:你(单位)于2021-07-22 08:38:08向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-23 15:30:00时间内作业。",镇江市交通运输局,2021/7/22
36155,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055292,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36156,苏州乳保运输有限公司,关于车辆许可决定书,苏32050621721,道路运输车辆道运证配发,苏州市吴中区交通运输局,2021/7/22
36160,无锡市敦合商贸有限公司,交通行政许可申请许可决定书,WX320200202107220004,"无锡市敦合商贸有限公司:你(单位)于2021-07-22 07:59:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 09:00:00至2021-07-23 13:00:00时间内作业。",无锡市惠山区交通运输局,2021/7/22
36152,连云港恒伟物流有限公司,关于车辆许可决定书,连320703310838,道路运输车辆道运证配发,连云运输管理所,2021/7/22
36153,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055290,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36154,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055291,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
